No.,Post Survey End Time,1. What was more important for you to do?,"2. Please evaluate the following statements based on your true situation. There is no correct answer to this question, and your response does not affect your eligibility in this study
(1：Very inattentive／2：Inattentive ／3：Somewhat inattentive ／4： Neutral／5： Somewhat attentive ／6： Attentive／7： Very attentive)",,,,1. Do you feel you sometimes misreport your health (even slightly) to doctors?,,"2-1. When answering the dietary behavior using the slider, did you notice anything about how it felt to use it?",2-2. Did the way it worked change how you thought about your answers at all? ,"3. When you think about improving your own health, what motivates you more — the good things you could gain, or the bad things you want to avoid? Can you give an example?",4. Is there anything else you would like to tell us that has not been discussed yet?,uid,condition,Duration,,,Duration,,,,,,,,
237,2026-07-16 16:13:54,7,4,4,4,4,1,,No,It was okay.,No,No,78542dc8-9968-42ec-9e7d-e1ba53d8823b,woEO-wRAM,8.18,,,,,,,,,,,
238,2026-07-22 23:38:03,4,5,6,6,6,1,,A bit laggy when sliding.,No,Improving my physical state.,,00b35917-34c3-4329-83f9-469bb48b31f3,wEO-woRAM,7.18,,,,,,,,,,,
239,2026-07-14 11:37:58,5,3,4,5,4,2,I feel embarrassed.,A bit sluggish.,None for now.,Gaining vitality.,None for now.,e89f1744-220b-4245-a5ba-6c5d91bcfcfc,wEO-woRAM,7.78,,,,,,,,,,,
240,2026-07-13 16:14:47,5,6,6,6,6,1,,The slider was hard to click.,No,Feeling more energetic.,No,2566bc9d-f26d-4e1a-87c0-62ca83b7d5b8,wEO-woRAM,9.30,,,,,,,,,,,
241,2026-07-21 16:04:21,4,5,5,5,5,1,,Yes.,No,Positive — prevention is better than cure.,No,49ebace8-86b5-4c6b-8fe5-821aaeb26b32,woEO-woRAM,10.77,,,,,,,,,,,
242,2026-07-13 17:22:23,1,7,7,7,7,1,,I thought it was fine.,No,Gaining positive outcomes.,,489293f5-3fb1-4ad4-a945-79a9d5f77daf,wEO-woRAM,48.92,,,,,,,,,,,
243,2026-07-20 11:07:38,6,7,7,7,7,2,Due to memory lapses.,No,No,Avoiding negative outcomes — slowing down deterioration.,No,16fc5dc8-9d23-4dc8-b268-da6ca9faf966,wEO-woRAM,6.65,,,,,,,,,,,
244,2026-07-13 16:46:17,4,2,5,5,5,1,,Clicking the checkmark after using the slider makes sure the answer isn't triggered by accident.,It didn't affect me.,"Avoiding negative outcomes is more motivating for me — for example, with a good routine lately, my acne has clearly improved.",No,d2b1b438-9cbb-46b0-8322-c15b4441a3a0,wEO-woRAM,39.18,,,,,,,,,,,
245,2026-07-13 18:00:22,7,6,6,6,6,1,,,,,,ccd99648-73ac-4837-99db-b3d7838d25d4,wEO-woRAM,8.40,,,,,,,,,,,
246,2026-07-22 11:55:08,6,5,6,6,6,1,,Acceptable.,No.,Improving health and exercising every day.,No,8c13a55c-cef3-40d4-aeed-080fffd9f5b0,wEO-woRAM,20.22,,,,,,,,,,,
247,2026-07-13 16:20:51,6,6,5,5,5,1,,No,A little effect.,Being able to see substantial changes in daily life.,No,bb660444-4035-4f37-81ed-00c080140cc0,woEO-woRAM,7.05,,,,,,,,,,,
248,2026-07-22 14:51:49,1,6,6,6,6,1,,Yes,Yes.,"Improving health, of course.",No,cdc668eb-9fd1-43b1-b145-99dfba173bd1,wEO-woRAM,20.63,,,,,,,,,,,
249,2026-07-13 16:27:17,3,7,7,7,7,1,,No,No,"Gaining positive outcomes — with a doctor's confirmation, I work to improve my lifestyle and make my body healthier.",No,ba95825a-00d7-4168-99c5-e4fd8138e4c3,wEO-woRAM,9.88,,,,,,,,,,,
250,2026-07-14 10:35:41,3,6,6,6,6,1,,No,No,Improving health.,No,992ff6a9-1888-4e41-9a85-655bc4a5b73d,woEO-woRAM,9.83,,,,,,,,,,,
251,2026-07-21 16:16:37,6,6,6,6,7,1,,No,No,Positive.,No,235a25d4-b302-43fe-be01-fe3d233a0ff2,wEO-woRAM,11.92,,,,,,,,,,,
252,2026-07-16 16:26:55,2,6,6,6,6,1,,Sliding was slightly not smooth.,"I had to think more about the degree of the question — for example, the proportion within 7 days.","Losing weight, getting a better complexion, eating more vegetables, getting whiter skin from vitamin C, etc.",,145128ad-ac4d-40c9-952d-c22c94d53b68,woEO-woRAM,9.15,,,,,,,,,,,
253,2026-07-13 16:20:29,5,5,5,5,5,1,,No,"Yes, it did.",Positive and proactive.,No,8019be30-c488-469d-8b66-1354fe4e5c67,woEO-woRAM,7.60,,,,,,,,,,,
254,2026-07-13 16:11:25,5,6,6,6,6,1,,"Without clear numbers, it's a bit hard to judge.","Without clear numbers, it's a bit hard to judge.","It's hard to actually feel healthy, so avoiding negative outcomes is more tangible.",,1d4b5d58-d968-4c6d-8d16-fd579b13b7eb,woEO-wRAM,8.52,,,,,,,,,,,
255,2026-07-13 18:53:16,5,7,7,7,6,1,,No,No,No,NA,e4af70e7-4b64-4934-943f-b65151bea215,woEO-woRAM,7.53,,,,,,,,,,,
256,2026-07-16 16:04:17,7,6,6,6,7,1,,No,No,No,No,bdb7ce90-74bb-4ec2-a34d-cb00b906b972,wEO-wRAM,9.22,,,,,,,,,,,
257,2026-07-13 21:23:04,3,3,4,5,4,1,,No,It was okay.,Gaining vitality and improving body shape.,No,363c41a9-a6be-49fc-97da-1cb364319b57,woEO-wRAM,7.28,,,,,,,,,,,
258,2026-07-13 16:22:09,5,6,6,6,6,2,Forgetting to mention certain details or providing an incomplete description.,Smooth to use.,No,Avoiding negative outcomes — like drinking more water to avoid urinary tract infections.,Haven't thought of any yet.,1ce6171f-6d44-45c9-aa5c-b3e8c076d5db,wEO-wRAM,18.63,,,,,,,,,,,
259,2026-07-16 21:54:14,7,6,6,6,6,1,,,,,,5b142c1e-9fdc-41b2-86b4-39561f6115c1,wEO-woRAM,7.23,,,,,,,,,,,
260,2026-07-13 17:16:36,7,6,6,6,6,1,,No,No,Not sure.,No,ad71145b-2a20-43ad-bd24-755a7aa9a790,woEO-wRAM,50.45,,,,,,,,,,,
261,2026-07-13 16:50:26,7,6,7,6,6,2,Fear of being criticized.,It made me review how many times I did it this week before deciding.,Yes.,Avoiding illness that could cause irreversible harm.,Sleep quality.,b23da43e-8ba7-48a3-a545-c23f90763475,woEO-wRAM,41.75,,,,,,,,,,,
262,2026-07-13 16:56:15,1,6,6,6,6,1,,More nuanced answer. ,More accurate.,Preventing worsening.,No thoughts.,54c15739-69a5-47d3-937e-abbd5e12a50a,wEO-wRAM,8.97,,,,,,,,,,,
263,2026-07-18 12:14:36,5,6,3,5,5,1,,The slider had no middle value — only choices leaning toward yes or leaning toward no.,Yes.,,No,6d3516ea-df82-4443-8341-e70eb46ff39c,woEO-woRAM,10.68,,,,,,,,,,,
264,2026-07-13 16:16:24,6,6,6,6,6,1,,No,No,Prevention.,No,21910dcb-1cc6-4b11-8024-632de10ce12e,woEO-woRAM,13.63,,,,,,,,,,,
265,2026-07-14 10:34:54,3,6,6,6,6,1,,Not easy to operate.,No,Positive — gaining vitality.,No,16f31305-d480-4712-a066-9c6fcd713de4,wEO-woRAM,14.13,,,,,,,,,,,
266,2026-07-13 18:01:21,3,6,7,7,6,1,,"Once I got used to it, it was smooth.",No effect.,"Improving health — for chronic diseases, what should be eaten more and what should be avoided.",No,ad125e55-a9d0-48d5-a8a6-4707aada539c,woEO-woRAM,72.32,,,,,,,,,,,
267,2026-07-16 21:19:35,4,4,4,4,4,1,,no,no,no,no,798a72be-88a4-42e9-b9ab-d46acb9c1f1a,wEO-wRAM,8.82,,,,,,,,,,,
268,2026-07-13 21:17:16,5,6,7,6,6,1,,No particular feeling.,No.,Understanding the details of my own health.,No,b059e9cc-cba3-4dec-a685-f02e13f5c3bd,wEO-woRAM,304.82,,,,,,,,,,,
269,2026-07-14 0:28:50,6,5,6,6,7,1,,It felt a bit stuck while sliding.,No.,"Improving health, and interpersonal relationships get better.",No,6c69ed80-8c26-405c-add9-e960d8f835ec,wEO-wRAM,14.08,,,,,,,,,,,
270,2026-07-21 20:28:05,7,7,7,7,7,1,,No,No,Improving health and gaining vitality.,No,0dc98901-3d5f-41b2-91b3-6add76820fe3,wEO-wRAM,16.38,,,,,,,,,,,
271,2026-07-13 16:24:12,4,5,5,5,5,2,Lack of self-discipline,No,No,No,No,17459a1a-261f-4fe5-99a3-0d3d141497c1,woEO-wRAM,8.68,,,,,,,,,,,
272,2026-07-13 16:09:08,5,6,6,6,6,1,,No,No,No,No,6904436d-02ca-4796-978f-86c197e1c827,woEO-woRAM,7.58,,,,,,,,,,,
273,2026-07-13 16:08:10,4,5,5,5,5,1,,No problem.,Yes — clicking directly would be more convenient and faster.,Negative outcomes — not eating sweets or fried food can prevent weight gain and skin problems.,NONE,c4d9f25e-15d5-40fa-9c57-acd607117e74,woEO-wRAM,8.00,,,,,,,,,,,
274,2026-07-13 16:19:23,4,3,5,4,4,1,,It was all okay.,It didn't have any effect.,Improving health.,No,61651ffc-415d-4211-9f03-d8250f4eae1e,wEO-woRAM,8.10,,,,,,,,,,,
275,2026-07-16 16:31:58,3,6,6,6,6,1,,No,No,Improving health is more motivating — like gaining more stamina and feeling stronger.,No,fb3ff927-9a3b-4db2-a5d8-3f5a7de82269,woEO-woRAM,26.20,,,,,,,,,,,
276,2026-07-16 20:15:37,2,6,6,6,6,1,,No,No.,Exercise.,No,37313f95-39f1-44ae-9562-f2a58ee5d38a,wEO-wRAM,20.35,,,,,,,,,,,
277,2026-07-21 16:04:44,3,5,5,5,5,2,"I could not remember accurately, so there may be some discrepancies.","In my impression, moving right should mean more positive/yes, but this survey didn't follow that pattern, so it was easy to pick the wrong answer.","Yes — the slider was too long with no numeric help, hard to operate, and I really just dragged by feel.","Noticeable differences in stamina, body shape, and appearance — all of these influence me.",No,0845d8ae-3bcf-4f52-9210-3da5a3267b68,wEO-wRAM,11.70,,,,,,,,,,,
278,2026-07-13 16:43:33,3,5,6,5,6,2,"There are some lifestyle habits I do not want others to know about, or I may have been in situations where many people were around.",No,No,Avoiding negative outcomes — such as reducing the chance of irreversible diseases that damage bodily function.,Didn't think of any.,d1986807-e7f1-4c22-a004-8ec420779d8a,wEO-wRAM,15.33,,,,,,,,,,,
279,2026-07-14 16:57:50,7,7,7,7,7,1,,No,I'd think a bit about what degree to choose.,When a condition I care about can be improved quickly or immediately.,No,79c0e036-9494-4555-a8f6-4c5f05536c32,woEO-woRAM,9.98,,,,,,,,,,,
280,2026-07-13 16:30:31,5,3,5,5,5,1,,No,No,Avoiding excessive obesity and low energy.,No,83ca95e1-e547-4d46-a1c3-453eb787d2a3,woEO-woRAM,7.12,,,,,,,,,,,
281,2026-07-21 16:38:51,1,6,6,5,6,1,,No,No,Avoiding negative outcomes: getting sick or a decline in health.,No,5288d04c-4ae7-4ffe-8754-072fcea30b51,wEO-wRAM,14.05,,,,,,,,,,,
282,2026-07-16 16:17:00,1,6,7,7,7,1,,,No,Avoiding chronic illness.,,41af7c61-1313-4146-a623-458cc75789dc,wEO-wRAM,9.78,,,,,,,,,,,
283,2026-07-16 21:29:20,7,5,5,5,5,1,,You can't see detailed numbers — you can only go by feel.,A bit.,Both apply.,Rewarding yourself isn't necessarily bad — it depends on what you eat. Healthy food should be okay.,6c49838d-1c6d-4f77-a548-ead78786192e,woEO-woRAM,8.02,,,,,,,,,,,
284,2026-07-13 18:48:33,3,4,5,5,5,2,Sometimes I did not provide enough details.,It felt more intuitive.,Yes.,Getting sick — people only change when they hit a problem.,Can't think of anything for now.,091f35d9-e7fa-4ee2-8fb5-5a3ff9f788f5,wEO-woRAM,16.13,,,,,,,,,,,
285,2026-07-14 15:22:03,6,5,5,5,6,1,,The colors were too similar and hard to distinguish.,No.,"Avoiding negative outcomes — explaining how successful weight loss reduces the risk of sudden death, etc.",None so far.,9df596a0-bc22-4320-8c45-999c989436f4,wEO-wRAM,8.30,,,,,,,,,,,
286,2026-07-13 16:21:36,6,5,5,5,5,1,,No,No,Getting sick.,No,4b1dd779-bb24-4059-98a1-353dde7311e1,woEO-woRAM,9.95,,,,,,,,,,,
287,2026-07-21 23:12:16,3,5,6,5,5,2,Wanting to save face.,Hard to position precisely.,A little.,Worsening health — clear physical discomfort.,No,26546987-1562-4ca6-b553-e020c05db4d7,wEO-woRAM,11.82,,,,,,,,,,,
288,2026-07-13 16:21:53,7,7,7,7,7,1,,It was a bit troublesome to click on a position.,No.,Positive (successful weight loss can bring blood pressure to normal).,No,b1fd3888-cde1-420a-baa7-986db0a1ef0a,wEO-wRAM,13.68,,,,,,,,,,,
289,2026-07-13 16:10:53,2,6,5,5,5,1,,Whether it's smooth or not.,No.,Reducing body weight.,No,73e57e03-51da-4893-8fe0-2090ee14186b,woEO-woRAM,9.25,,,,,,,,,,,
290,2026-07-16 12:58:53,7,6,6,6,6,1,,Clicking directly would be more convenient.,"Clicking directly is easier — sometimes the slider slips off and you have to click again, which is annoying.",Mental/psychological.,Mental/psychological aspects.,8285aab9-edf2-4d72-84fe-9941a924353d,woEO-wRAM,10.85,,,,,,,,,,,
291,2026-07-22 18:04:18,6,6,6,6,6,1,,It was okay.,No.,Family.,No,5db9e4a2-41e7-43bc-8f99-af77b1e9de59,wEO-woRAM,7.08,,,,,,,,,,,
292,2026-07-19 10:01:12,2,7,7,7,7,1,,"It couldn't be quantified, so it felt vague.",Not really.,Gaining positive outcomes: being able to move freely as I please.,No,c4f9d102-9888-4faa-87af-c6ab0f4c8b44,woEO-wRAM,16.90,,,,,,,,,,,
293,2026-07-21 17:59:11,4,5,5,5,5,1,,No,No,Improving health.,No,2e36b3c7-7790-4d0d-95fd-f0bceb9e8dd4,wEO-woRAM,8.53,,,,,,,,,,,
294,2026-07-13 16:24:43,5,7,7,7,7,2,Afraid of being scolded,"I thought the slider only had two answers, yes and no.","Yes, it did.",People working toward the same goal with me.,Can't think of anything for now.,d0f4cbf1-31ca-4149-999e-ae604a60dc1e,wEO-wRAM,13.77,,,,,,,,,,,
295,2026-07-13 18:55:57,1,7,6,6,7,1,,No,No effect.,Gaining positive outcomes.,No,d179ba39-d9ef-4603-8543-74d42ce08db3,woEO-woRAM,17.00,,,,,,,,,,,
296,2026-07-13 16:15:23,5,7,7,7,7,1,,It made me review my own diet.,No,It's helpful for me in the long term.,No,3ea1c34e-62d7-4c09-99a6-e41ce003f25c,wEO-wRAM,7.67,,,,,,,,,,,
297,2026-07-17 20:40:57,2,5,6,5,5,1,,,,,,4638f255-4799-4df3-9c7a-7fb77811520e,woEO-wRAM,1530.15,,,,,,,,,,,
298,2026-07-13 21:22:03,1,6,6,6,6,1,,No,No.,"Being physically healthy, with better body shape and mood.",None at the moment.,ca32c30f-1ded-40f2-97ba-b29d6acc129f,wEO-woRAM,12.22,,,,,,,,,,,
299,2026-07-13 16:20:05,1,6,6,6,6,1,,It made me review my answer again.,It didn't affect my answer — I just double-checked.,"Seeing concrete changes in appearance, or better numbers on the health check-up.","For example, you could regularly measure weight or waistline to confirm concrete results.",64c354cc-5fb5-4d3c-a012-c2794dc1d998,wEO-wRAM,14.22,,,,,,,,,,,
300,2026-07-21 16:44:29,2,4,4,4,4,1,,Not easy to use.,Yes.,Gaining positive outcomes.,Providing incentives for exercise.,b820c0c3-409a-4ccf-a4ee-740eb88c56e5,woEO-wRAM,15.27,,,,,,,,,,,
301,2026-07-19 8:46:53,6,6,6,6,6,1,,,,,,7eb348e9-0e3a-4932-a872-7bb7c4c97e18,wEO-woRAM,13.68,,,,,,,,,,,
302,2026-07-16 20:00:33,5,5,6,6,6,1,,,,,,c65cebca-2da0-4369-a937-0ac85ada384d,woEO-woRAM,9.93,,,,,,,,,,,
303,2026-07-13 17:50:51,6,5,5,5,5,1,,Inefficient.,Yes.,Appropriate exercise and appropriate stress.,No,67799b37-80c1-4e5b-ab25-95a624b7ef83,wEO-woRAM,8.37,,,,,,,,,,,
304,2026-07-14 13:59:18,3,4,4,4,4,1,,No,It was okay.,Avoiding negative outcomes.,No,5afd7877-98e6-4b3d-b346-794e90b02aa7,woEO-woRAM,7.53,,,,,,,,,,,
305,2026-07-21 19:47:14,6,7,7,7,7,1,,It took more time to think.,More room for options.,The impact of bad habits — reducing negative outcomes.,,f7c4f32c-091e-41d7-a588-1c11c50646b9,wEO-woRAM,10.17,,,,,,,,,,,
306,2026-07-13 16:17:24,7,7,7,7,7,1,,Interesting,No.,Worsening symptoms.,No,6bea67c6-0573-4046-ba18-4db7be22dca4,woEO-wRAM,11.57,,,,,,,,,,,
307,2026-07-13 18:17:55,4,6,6,6,6,1,,I needed to confirm that this was really my answer.,Yes — I needed to be very sure of my answer.,"I want to gain positive outcomes. I knew 16:8 fasting would give me more energy, and I felt that after trying it, so I've kept it up until now.",Fixed three meals a day isn't necessarily healthy — many people are discussing fasting these days.,be044b0d-a1fe-46d5-b8ed-311df570dd24,woEO-wRAM,32.75,,,,,,,,,,,
308,2026-07-13 16:29:40,2,5,6,5,5,1,,,No.,Improving health.,No,3814d572-5eaa-4dc5-8783-f215571d2c66,woEO-wRAM,22.58,,,,,,,,,,,
309,2026-07-19 20:44:37,5,5,5,5,5,1,,"It felt like right or wrong, nothing in between.",Yes.,,,8078fdfe-8395-442b-b041-253b67145ee8,wEO-wRAM,7.95,,,,,,,,,,,
310,2026-07-16 16:15:32,6,7,7,7,7,1,,Convenient and unusual.,No.,Improving health.,Eating too fast is hard to correct.,cf245c86-8f10-4c4c-b22b-77fa0d76a68b,woEO-wRAM,13.07,,,,,,,,,,,
311,2026-07-16 18:19:31,5,4,5,5,5,1,,,,,,afe08c7e-09ce-4679-b8f1-9d8d57ffb6a7,wEO-wRAM,9.27,,,,,,,,,,,
312,2026-07-13 19:10:51,7,5,6,5,5,1,,,Slightly.,Gaining positive outcomes.,,94681bef-4b79-4afb-b8da-96a3b03a61fe,woEO-wRAM,9.50,,,,,,,,,,,
313,2026-07-16 17:24:47,2,4,4,4,4,1,,No,No,No,No,08303e1b-da4e-4a40-b730-99933513d199,woEO-wRAM,10.63,,,,,,,,,,,
314,2026-07-13 16:16:41,5,5,6,5,5,1,,No,No,Avoiding negative outcomes.,No,f9b0a3d0-c666-415b-9869-e6340a0e59ac,wEO-woRAM,8.88,,,,,,,,,,,
315,2026-07-18 14:11:09,6,4,4,4,4,1,,No,No,Gaining vitality.,None at the moment.,b8d589a6-2edd-4ba1-b854-be771e5ff6fd,woEO-wRAM,8.03,,,,,,,,,,,
316,2026-07-13 16:28:14,6,4,5,5,6,1,,,,,,945ad4ea-03e9-44ae-b786-f3f387bcbb7c,woEO-wRAM,7.40,,,,,,,,,,,
317,2026-07-13 16:23:16,4,5,5,5,5,1,,No,No,I hope to achieve both.,No,01dff38e-a919-483b-b6d7-cf30df8f6a2c,wEO-woRAM,13.60,,,,,,,,,,,
318,2026-07-18 15:33:47,7,4,4,4,4,1,,,,,,b4064a45-26bc-4e12-ab99-6d5c094a12f6,wEO-woRAM,11.23,,,,,,,,,,,
319,2026-07-13 16:32:07,5,4,5,3,4,1,,Hard to use.,Yes.,Negative.,No,de7c0bd5-ef9b-442e-8e57-4e4aff5b1b9e,wEO-wRAM,9.70,,,,,,,,,,,
320,2026-07-17 11:32:57,1,6,6,6,6,1,,No,No,Exercising often.,No,7261d217-4993-430a-91f3-627abd2b8835,woEO-woRAM,11.08,,,,,,,,,,,
321,2026-07-14 11:45:08,7,7,7,7,7,1,,Think.,No,Improving training performance.,No,8e26d097-4009-44f4-a2c0-4943ff72b9ed,woEO-wRAM,7.53,,,,,,,,,,,
322,2026-07-13 16:27:18,2,7,7,7,7,2,The frequency may be inaccurate because I could not remember it clearly.,"At first I used the slider and answered every question, but the 'Next Page' button didn't light up. I only then realized I had to click the checkmark again for the answer to be counted.",Yes.,Avoiding negative outcomes.,No,104ea705-c100-4214-a0d3-bf37bb22a356,wEO-woRAM,7.62,,,,,,,,,,,
323,2026-07-21 16:06:49,6,6,7,6,7,2,Fear of being criticized by the doctor.,,,,,6279f3ff-585a-4382-bf71-d472af220b0b,woEO-woRAM,9.15,,,,,,,,,,,
324,2026-07-13 16:26:51,5,5,4,4,4,1,,No,No,Improving health and gaining vitality.,None at the moment.,f2b7d45c-44b0-4a99-90e7-abee7c5bee25,woEO-woRAM,24.13,,,,,,,,,,,
325,2026-07-23 0:40:39,5,3,5,5,5,1,,"The slider had no marked ticks, which is uncommon in surveys.","Compared to a radio single-choice format, it was easier to gauge the degree for each question.","Positive feedback — such as noticeable changes in skin and body shape, or being told by friends and family.",,c0b634f1-7e0a-4e15-9caf-14eda5189eb2,wEO-woRAM,22.65,,,,,,,,,,,
326,2026-07-13 16:30:17,2,6,6,6,6,1,,A bit hard to slide.,It was okay — didn't affect me much.,It's great to improve health and body shape.,No,35eb3650-f84f-4c66-a6cb-b9f3b2f97853,wEO-woRAM,7.33,,,,,,,,,,,
327,2026-07-14 19:20:40,4,2,3,3,3,2,Biased toward a more positive direction.,It should display values.,No,Negative.,No,014d483f-deb7-463a-8600-c4e7e3f291b2,woEO-woRAM,9.07,,,,,,,,,,,
328,2026-07-20 9:02:12,7,7,7,7,7,1,,No,No,Avoiding cancer.,No,687e12a8-20e6-4946-92d1-568a5ed01139,wEO-wRAM,12.10,,,,,,,,,,,
329,2026-07-16 17:27:21,3,3,4,4,4,2,"Uncertainty about the definition of frequency. For example, occasional gatherings may lead to different eating patterns compared with usual, and dietary behaviors may also change depending on the season or level of busyness.",No,No,Avoiding the negative — pointing out my current physical state and linking it to negative causes.,No,a958285d-29e1-430b-8ec4-5d35f5955a42,woEO-woRAM,7.90,,,,,,,,,,,
330,2026-07-16 17:15:43,5,3,4,4,4,1,,The slider was hard to drag.,A little.,Having friends to accompany and encourage me.,,c93f6b22-87da-4799-a1d9-a1d6ebb9b518,wEO-wRAM,15.28,,,,,,,,,,,
331,2026-07-13 16:12:46,6,7,7,6,7,2,Differences in perspectives lead to different judgments of the situation.,No,The number of notches affected where I placed the result.,Avoiding negative outcomes — just preventing the onset of disease.,,07d7b054-5f23-4184-ba7a-3cff3af1ec8d,woEO-woRAM,7.83,,,,,,,,,,,
332,2026-07-13 16:13:58,4,6,6,6,6,1,,No,No,Health.,No,356ce620-5d5b-4236-9e41-630d8e154104,wEO-wRAM,10.00,,,,,,,,,,,
333,2026-07-13 16:13:47,1,6,6,6,6,2,Fear of being criticized.,I might have overestimated myself somewhat.,"No, but it was harder to quantify a judgment.","Avoiding negative outcomes is more motivating. Seeing red flags on a check-up makes me want to act immediately, otherwise things will get worse.",No,f4157898-49b5-4459-9986-d81e4b3569c5,woEO-woRAM,8.30,,,,,,,,,,,
334,2026-07-13 16:52:51,4,5,6,5,5,2,Difficulty recalling accurately.,No,No,Avoiding negative outcomes.,No,4aa44fb7-e604-4c33-a700-ea97d43d0899,wEO-woRAM,10.17,,,,,,,,,,,
335,2026-07-13 16:22:55,5,6,6,6,6,1,,Not very intuitive.,No,Whether there are good ways and recommended methods to improve health.,No,43f97c9b-0be1-4a70-8df8-1f84e6dba805,woEO-woRAM,7.70,,,,,,,,,,,
336,2026-07-13 17:11:01,1,7,7,7,7,1,,I read the questions carefully.,No.,Exercise.,Nutrition and health care.,f25d0dc8-4482-4baf-ab22-ec29daee0dab,wEO-woRAM,18.68,,,,,,,,,,,
337,2026-07-14 13:07:36,4,5,5,5,5,2,Privacy concerns or lack of awareness.,Yes.,No,Gaining positive outcomes.,No,42d9ee7e-0fc5-4070-8936-cff233492108,woEO-wRAM,7.43,,,,,,,,,,,
338,2026-07-16 18:07:06,1,6,6,6,6,1,,No,No,Improving health.,No,56cc3f13-fcea-4e05-8ab7-7b46bcfeca49,woEO-wRAM,9.30,,,,,,,,,,,
339,2026-07-21 23:19:14,3,6,6,5,7,1,,You can feel the interaction more intuitively.,I don't think so.,"Avoiding negative outcomes — compared to gaining something, I'm more afraid of losing.",No,d19f5953-0ca2-4a31-88a2-64262f434792,woEO-woRAM,7.15,,,,,,,,,,,
340,2026-07-13 21:29:23,5,4,4,4,4,1,,No,No,Avoiding negative outcomes (illness or a decline in health).,,d64014a6-bccf-4613-aabb-f46de2550635,woEO-woRAM,9.08,,,,,,,,,,,
341,2026-07-15 15:22:12,6,5,5,6,5,1,,Not very intuitive to use.,It didn't affect me.,"Improving health or stamina, and improving body shape.",No,bade73b6-8ad3-4030-9308-df794820b4d5,wEO-woRAM,9.90,,,,,,,,,,,
342,2026-07-21 15:59:58,6,6,6,6,6,,,,,,,efd160e5-8e8e-4379-bedc-8a3cd7f4a3df,woEO-wRAM,9.85,,,,,,,,,,,
343,2026-07-13 16:43:16,4,4,5,5,5,1,,No,No,Avoiding illness or a decline in health.,No,dc3c757c-deed-441a-a2a3-3a7ed1512898,wEO-wRAM,10.70,,,,,,,,,,,
344,2026-07-13 18:20:58,2,5,5,5,5,2,I would not provide too many details.,A less intuitive way.,"Because it was less intuitive, it added to my thinking time.",Positive outcomes — preventing worsening (becoming healthier).,No,9fe2fe91-d03b-410f-8de9-f5ba1fbb6264,wEO-woRAM,8.08,,,,,,,,,,,
345,2026-07-13 16:33:40,6,6,5,6,6,2,I only remembered additional information after seeing the doctor.,No,No.,"Gaining positive outcomes — for example, noticing better skin after drinking more water makes me more willing to drink water.",No,ac228aa7-6b4b-45e0-868d-8a74f29fa2c3,woEO-wRAM,29.45,,,,,,,,,,,
346,2026-07-13 17:40:12,1,5,5,5,5,1,,No,No,Positive.,,fce314f1-0fe0-4d37-895b-c03f283129c0,wEO-woRAM,8.30,,,,,,,,,,,
347,2026-07-21 16:10:54,4,4,4,4,4,2,Information gap.,Not easy to use.,No,Gaining positive outcomes.,None so far.,63104eb6-386a-4e94-ae24-7f568d842116,woEO-wRAM,8.68,,,,,,,,,,,
348,2026-07-21 17:17:54,4,3,4,5,5,1,,No,No.,Improving health.,No,1c88c6de-ae65-407f-8610-b34672b16219,woEO-wRAM,10.88,,,,,,,,,,,
349,2026-07-13 16:29:13,3,7,7,7,7,1,,No,No,Improving health.,No,3397019a-59e8-4150-828b-fb6996a9f665,wEO-wRAM,10.43,,,,,,,,,,,
350,2026-07-13 21:20:51,5,6,6,6,6,2,Fear of being criticized.,No particular feeling.,More precise expression.,Avoiding bad outcomes.,No,eafa02c8-b63d-490a-ac84-45c24678bfa0,woEO-woRAM,9.18,,,,,,,,,,,
351,2026-07-13 16:24:45,3,6,7,6,6,1,,No,No,Improving health.,No,24f38a1b-19bb-4686-bc95-c8df4a14dff8,woEO-wRAM,7.10,,,,,,,,,,,
352,2026-07-13 16:14:53,3,5,5,5,5,1,,You can only give an approximate answer.,"Indeed — because there were no clear options to pick, only sliding.","Avoiding negative outcomes — seeing a check-up report or weight numbers pushes me more to maintain a healthy diet, since people naturally avoid harm and seek benefit.",I'm curious what the point of the doctor setup was — the simulated doctor didn't seem to give me any direct feedback.,55155684-b05c-4784-b67f-7f8b5285334a,wEO-woRAM,11.65,,,,,,,,,,,
353,2026-07-21 18:29:55,1,7,7,7,7,1,,No,No,Improving health and gaining vitality.,No,394a5f67-d0fe-48f1-806f-5f195578314b,woEO-woRAM,18.45,,,,,,,,,,,
354,2026-07-22 1:22:40,1,5,6,6,6,2,Using more tactful or indirect wording.,It made me think about whether I really did it to the extent shown on the slider.,A little.,"Positive — exercising more helps keep my figure, so clothes look better.",,bb42f470-396c-4b1f-abd9-4a6e339018eb,wEO-woRAM,9.37,,,,,,,,,,,
355,2026-07-13 16:43:54,5,7,7,7,7,1,,I could sense how strongly I leaned one way rather than giving a purely binary answer.,No effect.,Improving health.,No,6402f135-40ac-4558-b3b7-ce69b3c6e62a,wEO-wRAM,24.58,,,,,,,,,,,
356,2026-07-17 10:39:55,7,7,7,7,7,1,,No,No.,Improving health.,No,a8312b9d-c4ea-4ac7-8a26-9d8a18a3c0cd,woEO-woRAM,8.58,,,,,,,,,,,
